Group num: 0, TC(X;Y_j): 0.071
take, 0.045, 1.000, 0.045
door, 0.018, 1.000, 0.018
eye, 0.013, 1.000, 0.013
head, 0.013, 1.000, 0.013
one, 0.009, 1.000, 0.009
recognize, 0.008, 1.000, 0.008
death, 0.008, 1.000, 0.008
grow, 0.007, 1.000, 0.007
miss, 0.007, 1.000, 0.007
hair, 0.006, 1.000, 0.006
perish, 0.006, 1.000, 0.006
break, 0.005, 1.000, 0.005
gate, 0.005, 1.000, 0.005
job, 0.005, 1.000, 0.005
office, 0.005, 1.000, 0.005
MK, 0.005, 1.000, 0.005
Mhm, 0.004, 1.000, 0.004
skeleton, 0.003, 1.000, 0.003
apartment, 0.003, 1.000, 0.003
Group num: 16, TC(X;Y_j): 0.016
give, 0.126, 1.000, 0.126
kind, 0.027, 1.000, 0.027
continue, 0.018, 1.000, 0.018
write, 0.017, 1.000, 0.017
letter, 0.014, 1.000, 0.014
read, 0.012, 1.000, 0.012
come, 0.011, 1.000, 0.011
start_cry, 0.009, 1.000, 0.009
come_home, 0.006, 1.000, 0.006
train, 0.003, 1.000, 0.003
Group num: 17, TC(X;Y_j): 0.016
anything, 0.060, 1.000, 0.060
everybody, 0.048, 1.000, 0.048
kiss, 0.030, 1.000, 0.030
line, 0.017, 1.000, 0.017
hug, 0.009, 1.000, 0.009
sb, 0.007, 1.000, 0.007
yard, 0.007, 1.000, 0.007
beard, 0.006, 1.000, 0.006
become, 0.006, 1.000, 0.006
heart, 0.005, 1.000, 0.005
country, 0.004, 1.000, 0.004
month, 0.003, 1.000, 0.003
drink, 0.002, 1.000, 0.002
officer, 0.002, 1.000, 0.002
Group num: 18, TC(X;Y_j): 0.015
father, 0.082, 1.000, 0.082
work, 0.024, 1.000, 0.024
believe, 0.019, 1.000, 0.019
play, 0.012, 1.000, 0.012
dream, 0.011, 1.000, 0.011
place, 0.009, 1.000, 0.009
hit, 0.008, 1.000, 0.008
suffer, 0.008, 1.000, 0.008
Hitler, 0.007, 1.000, 0.007
picture, 0.007, 1.000, 0.007
move, 0.006, 1.000, 0.006
Jews, 0.006, 1.000, 0.006
Gestapo, 0.005, 1.000, 0.005
wear, 0.004, 1.000, 0.004
Yom_Kippur, 0.004, 1.000, 0.004
belong, 0.004, 1.000, 0.004
leave, 0.001, 1.000, 0.001
evening, 0.001, 1.000, 0.001
Group num: 19, TC(X;Y_j): 0.014
man, 0.062, 1.000, 0.062
sit, 0.046, 1.000, 0.046
sing, 0.017, 1.000, 0.017
table, 0.013, 1.000, 0.013
bit, 0.011, 1.000, 0.011
part, 0.007, 1.000, 0.007
meal, 0.007, 1.000, 0.007
Israel, 0.005, 1.000, 0.005
care, 0.004, 1.000, 0.004
excuse, 0.004, 1.000, 0.004
chance, 0.002, 1.000, 0.002
soul, 0.002, 1.000, 0.002
act, 0.001, 1.000, 0.001
grandson, 0.001, 1.000, 0.001
follow, 0.001, 1.000, 0.001
